Mod:Item:MetaData, Localized Name
tfc:metal/unfinished_chestplate/bronze, Unfinished Bronze Chestplate
tfc:metal/unfinished_chestplate/copper, Unfinished Copper Chestplate
tfc:metal/unfinished_chestplate/wrought_iron, Unfinished Wrought Iron Chestplate
tfc:metal/unfinished_chestplate/steel, Unfinished Steel Chestplate
tfc:metal/unfinished_chestplate/black_steel, Unfinished Black Steel Chestplate
tfc:metal/unfinished_chestplate/blue_steel, Unfinished Blue Steel Chestplate
tfc:metal/unfinished_chestplate/red_steel, Unfinished Red Steel Chestplate
tfc:metal/unfinished_chestplate/nickel_silver, Nickel Silver Unfinished Chestplate
tfc:metal/unfinished_chestplate/mithril, Mithril Unfinished Chestplate
tfc:metal/unfinished_chestplate/invar, Invar Unfinished Chestplate
tfc:metal/unfinished_chestplate/aluminium, Aluminium Unfinished Chestplate
tfc:metal/unfinished_chestplate/boron, Boron Unfinished Chestplate
tfc:metal/unfinished_chestplate/cobalt, Cobalt Unfinished Chestplate
tfc:metal/unfinished_chestplate/manyullyn, Manyullyn Unfinished Chestplate
tfc:metal/unfinished_chestplate/beryllium_copper, Beryllium Copper Unfinished Chestplate
tfc:metal/unfinished_chestplate/osmium, Osmium Unfinished Chestplate
tfc:metal/unfinished_chestplate/titanium, Titanium Unfinished Chestplate
tfc:metal/unfinished_chestplate/tungsten, Tungsten Unfinished Chestplate
tfc:metal/unfinished_chestplate/tungsten_steel, Tungsten Steel Unfinished Chestplate
tfc:metal/unfinished_chestplate/zircaloy, Zircaloy Unfinished Chestplate
tfc:metal/chestplate/bismuth_bronze, Bismuth Bronze Chestplate
tfc:metal/chestplate/black_bronze, Black Bronze Chestplate
tfc:metal/chestplate/bronze, Bronze Chestplate
tfc:metal/chestplate/copper, Copper Chestplate
tfc:metal/chestplate/wrought_iron, Wrought Iron Chestplate
tfc:metal/chestplate/steel, Steel Chestplate
tfc:metal/chestplate/black_steel, Black Steel Chestplate
tfc:metal/chestplate/blue_steel, Blue Steel Chestplate
tfc:metal/chestplate/red_steel, Red Steel Chestplate
tfc:metal/chestplate/nickel_silver, Nickel Silver Chestplate
tfc:metal/chestplate/mithril, Mithril Chestplate
tfc:metal/chestplate/invar, Invar Chestplate
tfc:metal/chestplate/aluminium, Aluminium Chestplate
tfc:metal/chestplate/boron, Boron Chestplate
tfc:metal/chestplate/cobalt, Cobalt Chestplate
tfc:metal/chestplate/manyullyn, Manyullyn Chestplate
tfc:metal/chestplate/beryllium_copper, Beryllium Copper Chestplate
tfc:metal/chestplate/osmium, Osmium Chestplate
tfc:metal/chestplate/titanium, Titanium Chestplate
tfc:metal/chestplate/tungsten, Tungsten Chestplate
tfc:metal/chestplate/tungsten_steel, Tungsten Steel Chestplate
tfc:metal/chestplate/zircaloy, Zircaloy Chestplate
tfc:metal/unfinished_greaves/bismuth_bronze, Unfinished Bismuth Bronze Greaves
tfc:metal/unfinished_greaves/black_bronze, Unfinished Black Bronze Greaves
tfc:metal/unfinished_greaves/bronze, Unfinished Bronze Greaves
tfc:metal/unfinished_greaves/copper, Unfinished Copper Greaves
tfc:metal/unfinished_greaves/wrought_iron, Unfinished Wrought Iron Greaves
tfc:metal/unfinished_greaves/steel, Unfinished Steel Greaves
tfc:metal/unfinished_greaves/black_steel, Unfinished Black Steel Greaves
tfc:metal/unfinished_greaves/blue_steel, Unfinished Blue Steel Greaves
tfc:metal/unfinished_greaves/red_steel, Unfinished Red Steel Greaves
tfc:metal/unfinished_greaves/nickel_silver, Nickel Silver Unfinished Greaves
tfc:metal/unfinished_greaves/mithril, Mithril Unfinished Greaves
tfc:metal/unfinished_greaves/invar, Invar Unfinished Greaves
tfc:metal/unfinished_greaves/aluminium, Aluminium Unfinished Greaves
tfc:metal/unfinished_greaves/boron, Boron Unfinished Greaves
tfc:metal/unfinished_greaves/cobalt, Cobalt Unfinished Greaves
tfc:metal/unfinished_greaves/manyullyn, Manyullyn Unfinished Greaves
tfc:metal/unfinished_greaves/beryllium_copper, Beryllium Copper Unfinished Greaves
tfc:metal/unfinished_greaves/osmium, Osmium Unfinished Greaves
tfc:metal/unfinished_greaves/titanium, Titanium Unfinished Greaves
tfc:metal/unfinished_greaves/tungsten, Tungsten Unfinished Greaves
tfc:metal/unfinished_greaves/tungsten_steel, Tungsten Steel Unfinished Greaves
tfc:metal/unfinished_greaves/zircaloy, Zircaloy Unfinished Greaves
tfc:metal/greaves/bismuth_bronze, Bismuth Bronze Greaves
tfc:metal/greaves/black_bronze, Black Bronze Greaves
tfc:metal/greaves/bronze, Bronze Greaves
tfc:metal/greaves/copper, Copper Greaves
tfc:metal/greaves/wrought_iron, Wrought Iron Greaves
tfc:metal/greaves/steel, Steel Greaves
tfc:metal/greaves/black_steel, Black Steel Greaves
tfc:metal/greaves/blue_steel, Blue Steel Greaves
tfc:metal/greaves/red_steel, Red Steel Greaves
tfc:metal/greaves/nickel_silver, Nickel Silver Greaves
tfc:metal/greaves/mithril, Mithril Greaves
tfc:metal/greaves/invar, Invar Greaves
tfc:metal/greaves/aluminium, Aluminium Greaves
tfc:metal/greaves/boron, Boron Greaves
tfc:metal/greaves/cobalt, Cobalt Greaves
tfc:metal/greaves/manyullyn, Manyullyn Greaves
tfc:metal/greaves/beryllium_copper, Beryllium Copper Greaves
tfc:metal/greaves/osmium, Osmium Greaves
tfc:metal/greaves/titanium, Titanium Greaves
tfc:metal/greaves/tungsten, Tungsten Greaves
tfc:metal/greaves/tungsten_steel, Tungsten Steel Greaves
tfc:metal/greaves/zircaloy, Zircaloy Greaves
tfc:metal/unfinished_boots/bismuth_bronze, Unfinished Bismuth Bronze Boots
tfc:metal/unfinished_boots/black_bronze, Unfinished Black Bronze Boots
tfc:metal/unfinished_boots/bronze, Unfinished Bronze Boots
tfc:metal/unfinished_boots/copper, Unfinished Copper Boots
tfc:metal/unfinished_boots/wrought_iron, Unfinished Wrought Iron Boots
tfc:metal/unfinished_boots/steel, Unfinished Steel Boots
tfc:metal/unfinished_boots/black_steel, Unfinished Black Steel Boots
tfc:metal/unfinished_boots/blue_steel, Unfinished Blue Steel Boots
tfc:metal/unfinished_boots/red_steel, Unfinished Red Steel Boots
tfc:metal/unfinished_boots/nickel_silver, Nickel Silver Unfinished Boots
tfc:metal/unfinished_boots/mithril, Mithril Unfinished Boots
tfc:metal/unfinished_boots/invar, Invar Unfinished Boots
tfc:metal/unfinished_boots/aluminium, Aluminium Unfinished Boots
tfc:metal/unfinished_boots/boron, Boron Unfinished Boots
tfc:metal/unfinished_boots/cobalt, Cobalt Unfinished Boots
tfc:metal/unfinished_boots/manyullyn, Manyullyn Unfinished Boots
tfc:metal/unfinished_boots/beryllium_copper, Beryllium Copper Unfinished Boots
tfc:metal/unfinished_boots/osmium, Osmium Unfinished Boots
tfc:metal/unfinished_boots/titanium, Titanium Unfinished Boots
tfc:metal/unfinished_boots/tungsten, Tungsten Unfinished Boots
tfc:metal/unfinished_boots/tungsten_steel, Tungsten Steel Unfinished Boots
tfc:metal/unfinished_boots/zircaloy, Zircaloy Unfinished Boots
tfc:metal/boots/bismuth_bronze, Bismuth Bronze Boots
tfc:metal/boots/black_bronze, Black Bronze Boots
tfc:metal/boots/bronze, Bronze Boots
tfc:metal/boots/copper, Copper Boots
tfc:metal/boots/wrought_iron, Wrought Iron Boots
tfc:metal/boots/steel, Steel Boots
tfc:metal/boots/black_steel, Black Steel Boots
tfc:metal/boots/blue_steel, Blue Steel Boots
tfc:metal/boots/red_steel, Red Steel Boots
tfc:metal/boots/nickel_silver, Nickel Silver Boots
tfc:metal/boots/mithril, Mithril Boots
tfc:metal/boots/invar, Invar Boots
tfc:metal/boots/aluminium, Aluminium Boots
tfc:metal/boots/boron, Boron Boots
tfc:metal/boots/cobalt, Cobalt Boots
tfc:metal/boots/manyullyn, Manyullyn Boots
tfc:metal/boots/beryllium_copper, Beryllium Copper Boots
tfc:metal/boots/osmium, Osmium Boots
tfc:metal/boots/titanium, Titanium Boots
tfc:metal/boots/tungsten, Tungsten Boots
tfc:metal/boots/tungsten_steel, Tungsten Steel Boots
tfc:metal/boots/zircaloy, Zircaloy Boots
tfc:metal/shield/bismuth_bronze, Bismuth Bronze Shield
tfc:metal/shield/black_bronze, Black Bronze Shield
tfc:metal/shield/bronze, Bronze Shield
tfc:metal/shield/copper, Copper Shield
tfc:metal/shield/wrought_iron, Wrought Iron Shield
tfc:metal/shield/steel, Steel Shield
tfc:metal/shield/black_steel, Black Steel Shield
tfc:metal/shield/blue_steel, Blue Steel Shield
tfc:metal/shield/red_steel, Red Steel Shield
tfc:metal/shield/nickel_silver, Nickel Silver Shield
tfc:metal/shield/mithril, Mithril Shield
tfc:metal/shield/invar, Invar Shield
tfc:metal/shield/aluminium, Aluminium Shield
tfc:metal/shield/boron, Boron Shield
tfc:metal/shield/cobalt, Cobalt Shield
tfc:metal/shield/manyullyn, Manyullyn Shield
tfc:metal/shield/beryllium_copper, Beryllium Copper Shield
tfc:metal/shield/osmium, Osmium Shield
tfc:metal/shield/titanium, Titanium Shield
tfc:metal/shield/tungsten, Tungsten Shield
tfc:metal/shield/tungsten_steel, Tungsten Steel Shield
tfc:metal/shield/zircaloy, Zircaloy Shield
tfc:debug, TFC Debug Block
tfc:aggregate, Aggregate
tfc:fire_clay_block, Fire Clay
tfc:peat, Peat
tfc:peat_grass, Peat Grass
tfc:thatch, Thatch
tfc:fire_bricks, Fire Bricks
tfc:quern, Quern
tfc:crucible, Crucible
tfc:blast_furnace, Blast Furnace
tfc:sea_ice, Sea Ice
tfc:ceramics/fired/large_vessel, Large Vessel
tfc:powderkeg, Powderkeg
tfc:alabaster/raw/plain,  Alabaster
tfc:alabaster/polished/plain,  Smooth Alabaster
tfc:alabaster/bricks/plain,  Alabaster Bricks
tfc:alabaster/polished/white, White Smooth Alabaster
tfc:alabaster/bricks/white, White Alabaster Bricks
tfc:alabaster/raw/white, White Alabaster
tfc:alabaster/polished/orange, Orange Smooth Alabaster
tfc:alabaster/bricks/orange, Orange Alabaster Bricks
tfc:alabaster/raw/orange, Orange Alabaster
tfc:alabaster/polished/magenta, Magenta Smooth Alabaster
tfc:alabaster/bricks/magenta, Magenta Alabaster Bricks
tfc:alabaster/raw/magenta, Magenta Alabaster
tfc:alabaster/polished/light_blue, Light Blue Smooth Alabaster
tfc:alabaster/bricks/light_blue, Light Blue Alabaster Bricks
tfc:alabaster/raw/light_blue, Light Blue Alabaster
tfc:alabaster/polished/yellow, Yellow Smooth Alabaster
tfc:alabaster/bricks/yellow, Yellow Alabaster Bricks
tfc:alabaster/raw/yellow, Yellow Alabaster
tfc:alabaster/polished/lime, Lime Smooth Alabaster
tfc:alabaster/bricks/lime, Lime Alabaster Bricks
tfc:alabaster/raw/lime, Lime Alabaster
tfc:alabaster/polished/pink, Pink Smooth Alabaster
tfc:alabaster/bricks/pink, Pink Alabaster Bricks
tfc:alabaster/raw/pink, Pink Alabaster
tfc:alabaster/polished/gray, Gray Smooth Alabaster
tfc:alabaster/bricks/gray, Gray Alabaster Bricks
tfc:alabaster/raw/gray, Gray Alabaster
tfc:alabaster/polished/silver, Light Gray Smooth Alabaster
tfc:alabaster/bricks/silver, Light Gray Alabaster Bricks
tfc:alabaster/raw/silver, Light Gray Alabaster
tfc:alabaster/polished/cyan, Cyan Smooth Alabaster
tfc:alabaster/bricks/cyan, Cyan Alabaster Bricks
tfc:alabaster/raw/cyan, Cyan Alabaster
tfc:alabaster/polished/purple, Purple Smooth Alabaster
tfc:alabaster/bricks/purple, Purple Alabaster Bricks
tfc:alabaster/raw/purple, Purple Alabaster
tfc:alabaster/polished/blue, Blue Smooth Alabaster
tfc:alabaster/bricks/blue, Blue Alabaster Bricks
tfc:alabaster/raw/blue, Blue Alabaster
tfc:alabaster/polished/brown, Brown Smooth Alabaster
tfc:alabaster/bricks/brown, Brown Alabaster Bricks
tfc:alabaster/raw/brown, Brown Alabaster
tfc:alabaster/polished/green, Green Smooth Alabaster
tfc:alabaster/bricks/green, Green Alabaster Bricks
tfc:alabaster/raw/green, Green Alabaster
tfc:alabaster/polished/red, Red Smooth Alabaster
tfc:alabaster/bricks/red, Red Alabaster Bricks
tfc:alabaster/raw/red, Red Alabaster
tfc:alabaster/polished/black, Black Smooth Alabaster
tfc:alabaster/bricks/black, Black Alabaster Bricks
tfc:alabaster/raw/black, Black Alabaster
tfc:raw/granite, Raw Granite
tfc:raw/diorite, Raw Diorite
tfc:raw/gabbro, Raw Gabbro
tfc:raw/shale, Raw Shale
tfc:raw/claystone, Raw Claystone
tfc:raw/rocksalt, Raw Rocksalt
tfc:raw/limestone, Raw Limestone
tfc:raw/conglomerate, Raw Conglomerate
tfc:raw/dolomite, Raw Dolomite
tfc:raw/chert, Raw Chert
tfc:raw/chalk, Raw Chalk
tfc:raw/rhyolite, Raw Rhyolite
tfc:raw/basalt, Raw Basalt
tfc:raw/andesite, Raw Andesite
tfc:raw/dacite, Raw Dacite
tfc:raw/quartzite, Raw Quartzite
tfc:raw/slate, Raw Slate
tfc:raw/phyllite, Raw Phyllite
tfc:raw/schist, Raw Schist
tfc:raw/gneiss, Raw Gneiss
tfc:raw/marble, Raw Marble
tfc:smooth/granite, Smooth Granite
tfc:smooth/diorite, Smooth Diorite
tfc:smooth/gabbro, Smooth Gabbro
tfc:smooth/shale, Smooth Shale
tfc:smooth/claystone, Smooth Claystone
tfc:smooth/rocksalt, Smooth Rocksalt
tfc:smooth/limestone, Smooth Limestone
tfc:smooth/conglomerate, Smooth Conglomerate
tfc:smooth/dolomite, Smooth Dolomite
tfc:smooth/chert, Smooth Chert
tfc:smooth/chalk, Smooth Chalk
tfc:smooth/rhyolite, Smooth Rhyolite
tfc:smooth/basalt, Smooth Basalt
tfc:smooth/andesite, Smooth Andesite
tfc:smooth/dacite, Smooth Dacite
tfc:smooth/quartzite, Smooth Quartzite
tfc:smooth/slate, Smooth Slate
tfc:smooth/phyllite, Smooth Phyllite
tfc:smooth/schist, Smooth Schist
tfc:smooth/gneiss, Smooth Gneiss
tfc:smooth/marble, Smooth Marble
tfc:cobble/granite, Granite Cobble
tfc:cobble/diorite, Diorite Cobble
tfc:cobble/gabbro, Gabbro Cobble
tfc:cobble/shale, Shale Cobble
tfc:cobble/claystone, Claystone Cobble
tfc:cobble/rocksalt, Rocksalt Cobble
tfc:cobble/limestone, Limestone Cobble
tfc:cobble/conglomerate, Conglomerate Cobble
tfc:cobble/dolomite, Dolomite Cobble
tfc:cobble/chert, Chert Cobble
tfc:cobble/chalk, Chalk Cobble
tfc:cobble/rhyolite, Rhyolite Cobble
tfc:cobble/basalt, Basalt Cobble
tfc:cobble/andesite, Andesite Cobble
tfc:cobble/dacite, Dacite Cobble
tfc:cobble/quartzite, Quartzite Cobble
tfc:cobble/slate, Slate Cobble
tfc:cobble/phyllite, Phyllite Cobble
tfc:cobble/schist, Schist Cobble
tfc:cobble/gneiss, Gneiss Cobble
tfc:cobble/marble, Marble Cobble
tfc:bricks/granite, Granite Bricks
tfc:bricks/diorite, Diorite Bricks
tfc:bricks/gabbro, Gabbro Bricks
tfc:bricks/shale, Shale Bricks
tfc:bricks/claystone, Claystone Bricks
tfc:bricks/rocksalt, Rocksalt Bricks
tfc:bricks/limestone, Limestone Bricks
tfc:bricks/conglomerate, Conglomerate Bricks
tfc:bricks/dolomite, Dolomite Bricks
tfc:bricks/chert, Chert Bricks
tfc:bricks/chalk, Chalk Bricks
tfc:bricks/rhyolite, Rhyolite Bricks
tfc:bricks/basalt, Basalt Bricks
tfc:bricks/andesite, Andesite Bricks
tfc:bricks/dacite, Dacite Bricks
tfc:bricks/quartzite, Quartzite Bricks
tfc:bricks/slate, Slate Bricks
tfc:bricks/phyllite, Phyllite Bricks
tfc:bricks/schist, Schist Bricks
tfc:bricks/gneiss, Gneiss Bricks
tfc:bricks/marble, Marble Bricks
tfc:sand/granite, Granite Sand
tfc:sand/diorite, Diorite Sand
tfc:sand/gabbro, Gabbro Sand
tfc:sand/shale, Shale Sand
tfc:sand/claystone, Claystone Sand
tfc:sand/rocksalt, Rocksalt Sand
tfc:sand/limestone, Limestone Sand
tfc:sand/conglomerate, Conglomerate Sand
tfc:sand/dolomite, Dolomite Sand
tfc:sand/chert, Chert Sand
tfc:sand/chalk, Chalk Sand
tfc:sand/rhyolite, Rhyolite Sand
tfc:sand/basalt, Basalt Sand
tfc:sand/andesite, Andesite Sand
tfc:sand/dacite, Dacite Sand
tfc:sand/quartzite, Quartzite Sand
tfc:sand/slate, Slate Sand
tfc:sand/phyllite, Phyllite Sand
tfc:sand/schist, Schist Sand
tfc:sand/gneiss, Gneiss Sand
tfc:sand/marble, Marble Sand
tfc:gravel/granite, Granite Gravel
tfc:gravel/diorite, Diorite Gravel
tfc:gravel/gabbro, Gabbro Gravel
tfc:gravel/shale, Shale Gravel
tfc:gravel/claystone, Claystone Gravel
tfc:gravel/rocksalt, Rocksalt Gravel
tfc:gravel/limestone, Limestone Gravel
tfc:gravel/conglomerate, Conglomerate Gravel
tfc:gravel/dolomite, Dolomite Gravel
tfc:gravel/chert, Chert Gravel
tfc:gravel/chalk, Chalk Gravel
tfc:gravel/rhyolite, Rhyolite Gravel
tfc:gravel/basalt, Basalt Gravel
tfc:gravel/andesite, Andesite Gravel
tfc:gravel/dacite, Dacite Gravel
tfc:gravel/quartzite, Quartzite Gravel
tfc:gravel/slate, Slate Gravel
tfc:gravel/phyllite, Phyllite Gravel
tfc:gravel/schist, Schist Gravel
tfc:gravel/gneiss, Gneiss Gravel
tfc:gravel/marble, Marble Gravel
tfc:dirt/granite, Granite Dirt
tfc:dirt/diorite, Diorite Dirt
tfc:dirt/gabbro, Gabbro Dirt
tfc:dirt/shale, Shale Dirt
tfc:dirt/claystone, Claystone Dirt
tfc:dirt/rocksalt, Rocksalt Dirt
tfc:dirt/limestone, Limestone Dirt
tfc:dirt/conglomerate, Conglomerate Dirt
tfc:dirt/dolomite, Dolomite Dirt
tfc:dirt/chert, Chert Dirt
tfc:dirt/chalk, Chalk Dirt
tfc:dirt/rhyolite, Rhyolite Dirt
tfc:dirt/basalt, Basalt Dirt
tfc:dirt/andesite, Andesite Dirt
tfc:dirt/dacite, Dacite Dirt
tfc:dirt/quartzite, Quartzite Dirt
tfc:dirt/slate, Slate Dirt
tfc:dirt/phyllite, Phyllite Dirt
tfc:dirt/schist, Schist Dirt
tfc:dirt/gneiss, Gneiss Dirt
tfc:dirt/marble, Marble Dirt
tfc:grass/granite, Granite Grass
tfc:grass/diorite, Diorite Grass
tfc:grass/gabbro, Gabbro Grass
tfc:grass/shale, Shale Grass
tfc:grass/claystone, Claystone Grass
tfc:grass/rocksalt, Rocksalt Grass
tfc:grass/limestone, Limestone Grass
tfc:grass/conglomerate, Conglomerate Grass
tfc:grass/dolomite, Dolomite Grass
tfc:grass/chert, Chert Grass
tfc:grass/chalk, Chalk Grass
tfc:grass/rhyolite, Rhyolite Grass
tfc:grass/basalt, Basalt Grass
tfc:grass/andesite, Andesite Grass
tfc:grass/dacite, Dacite Grass
tfc:grass/quartzite, Quartzite Grass
tfc:grass/slate, Slate Grass
tfc:grass/phyllite, Phyllite Grass
tfc:grass/schist, Schist Grass
tfc:grass/gneiss, Gneiss Grass
tfc:grass/marble, Marble Grass
tfc:dry_grass/granite, Dry Granite Grass
tfc:dry_grass/diorite, Dry Diorite Grass
tfc:dry_grass/gabbro, Dry Gabbro Grass
tfc:dry_grass/shale, Dry Shale Grass
tfc:dry_grass/claystone, Dry Claystone Grass
tfc:dry_grass/rocksalt, Dry Rocksalt Grass
tfc:dry_grass/limestone, Dry Limestone Grass
tfc:dry_grass/conglomerate, Dry Conglomerate Grass
tfc:dry_grass/dolomite, Dry Dolomite Grass
tfc:dry_grass/chert, Dry Chert Grass
tfc:dry_grass/chalk, Dry Chalk Grass
tfc:dry_grass/rhyolite, Dry Rhyolite Grass
tfc:dry_grass/basalt, Dry Basalt Grass
tfc:dry_grass/andesite, Dry Andesite Grass
tfc:dry_grass/dacite, Dry Dacite Grass
tfc:dry_grass/quartzite, Dry Quartzite Grass
tfc:dry_grass/slate, Dry Slate Grass
tfc:dry_grass/phyllite, Dry Phyllite Grass
tfc:dry_grass/schist, Dry Schist Grass
tfc:dry_grass/gneiss, Dry Gneiss Grass
tfc:dry_grass/marble, Dry Marble Grass
tfc:clay/granite, Granite Clay
tfc:clay/diorite, Diorite Clay
tfc:clay/gabbro, Gabbro Clay
tfc:clay/shale, Shale Clay
tfc:clay/claystone, Claystone Clay
tfc:clay/rocksalt, Rocksalt Clay
tfc:clay/limestone, Limestone Clay
tfc:clay/conglomerate, Conglomerate Clay
tfc:clay/dolomite, Dolomite Clay
tfc:clay/chert, Chert Clay
tfc:clay/chalk, Chalk Clay
tfc:clay/rhyolite, Rhyolite Clay
tfc:clay/basalt, Basalt Clay
tfc:clay/andesite, Andesite Clay
tfc:clay/dacite, Dacite Clay
tfc:clay/quartzite, Quartzite Clay
tfc:clay/slate, Slate Clay
tfc:clay/phyllite, Phyllite Clay
tfc:clay/schist, Schist Clay
tfc:clay/gneiss, Gneiss Clay
tfc:clay/marble, Marble Clay
tfc:clay_grass/granite, Granite Clay Grass
tfc:clay_grass/diorite, Diorite Clay Grass
tfc:clay_grass/gabbro, Gabbro Clay Grass
tfc:clay_grass/shale, Shale Clay Grass
tfc:clay_grass/claystone, Claystone Clay Grass
tfc:clay_grass/rocksalt, Rocksalt Clay Grass
tfc:clay_grass/limestone, Limestone Clay Grass
tfc:clay_grass/conglomerate, Conglomerate Clay Grass
tfc:clay_grass/dolomite, Dolomite Clay Grass
tfc:clay_grass/chert, Chert Clay Grass
tfc:clay_grass/chalk, Chalk Clay Grass
tfc:clay_grass/rhyolite, Rhyolite Clay Grass
tfc:clay_grass/basalt, Basalt Clay Grass
tfc:clay_grass/andesite, Andesite Clay Grass
tfc:clay_grass/dacite, Dacite Clay Grass
tfc:clay_grass/quartzite, Quartzite Clay Grass
tfc:clay_grass/slate, Slate Clay Grass
tfc:clay_grass/phyllite, Phyllite Clay Grass
tfc:clay_grass/schist, Schist Clay Grass
tfc:clay_grass/gneiss, Gneiss Clay Grass
tfc:clay_grass/marble, Marble Clay Grass
tfc:farmland/granite, Granite Farmland
tfc:farmland/diorite, Diorite Farmland
tfc:farmland/gabbro, Gabbro Farmland
tfc:farmland/shale, Shale Farmland
tfc:farmland/claystone, Claystone Farmland
tfc:farmland/rocksalt, Rocksalt Farmland
tfc:farmland/limestone, Limestone Farmland
tfc:farmland/conglomerate, Conglomerate Farmland
tfc:farmland/dolomite, Dolomite Farmland
tfc:farmland/chert, Chert Farmland
tfc:farmland/chalk, Chalk Farmland
tfc:farmland/rhyolite, Rhyolite Farmland
tfc:farmland/basalt, Basalt Farmland
tfc:farmland/andesite, Andesite Farmland
tfc:farmland/dacite, Dacite Farmland
tfc:farmland/quartzite, Quartzite Farmland
tfc:farmland/slate, Slate Farmland
tfc:farmland/phyllite, Phyllite Farmland
tfc:farmland/schist, Schist Farmland
tfc:farmland/gneiss, Gneiss Farmland
tfc:farmland/marble, Marble Farmland
tfc:path/granite, Granite Path
tfc:path/diorite, Diorite Path
tfc:path/gabbro, Gabbro Path
tfc:path/shale, Shale Path
tfc:path/claystone, Claystone Path
tfc:path/rocksalt, Rocksalt Path
tfc:path/limestone, Limestone Path
tfc:path/conglomerate, Conglomerate Path
tfc:path/dolomite, Dolomite Path
tfc:path/chert, Chert Path
tfc:path/chalk, Chalk Path
tfc:path/rhyolite, Rhyolite Path
tfc:path/basalt, Basalt Path
tfc:path/andesite, Andesite Path
tfc:path/dacite, Dacite Path
tfc:path/quartzite, Quartzite Path
tfc:path/slate, Slate Path
tfc:path/phyllite, Phyllite Path
tfc:path/schist, Schist Path
tfc:path/gneiss, Gneiss Path
tfc:path/marble, Marble Path
tfc:ore/native_copper/granite, Granite Native Copper
tfc:ore/native_copper/diorite, Diorite Native Copper
tfc:ore/native_copper/gabbro, Gabbro Native Copper
tfc:ore/native_copper/shale, Shale Native Copper
tfc:ore/native_copper/claystone, Claystone Native Copper
tfc:ore/native_copper/rocksalt, Rocksalt Native Copper
tfc:ore/native_copper/limestone, Limestone Native Copper
tfc:ore/native_copper/conglomerate, Conglomerate Native Copper
tfc:ore/native_copper/dolomite, Dolomite Native Copper
tfc:ore/native_copper/chert, Chert Native Copper
tfc:ore/native_copper/chalk, Chalk Native Copper
tfc:ore/native_copper/rhyolite, Rhyolite Native Copper
tfc:ore/native_copper/basalt, Basalt Native Copper
tfc:ore/native_copper/andesite, Andesite Native Copper
tfc:ore/native_copper/dacite, Dacite Native Copper
tfc:ore/native_copper/quartzite, Quartzite Native Copper
tfc:ore/native_copper/slate, Slate Native Copper
tfc:ore/native_copper/phyllite, Phyllite Native Copper
tfc:ore/native_copper/schist, Schist Native Copper
tfc:ore/native_copper/gneiss, Gneiss Native Copper
tfc:ore/native_copper/marble, Marble Native Copper
tfc:ore/native_gold/granite, Granite Native Gold
tfc:ore/native_gold/diorite, Diorite Native Gold
tfc:ore/native_gold/gabbro, Gabbro Native Gold
tfc:ore/native_gold/shale, Shale Native Gold
tfc:ore/native_gold/claystone, Claystone Native Gold
tfc:ore/native_gold/rocksalt, Rocksalt Native Gold
tfc:ore/native_gold/limestone, Limestone Native Gold
tfc:ore/native_gold/conglomerate, Conglomerate Native Gold
tfc:ore/native_gold/dolomite, Dolomite Native Gold
tfc:ore/native_gold/chert, Chert Native Gold
tfc:ore/native_gold/chalk, Chalk Native Gold
tfc:ore/native_gold/rhyolite, Rhyolite Native Gold
tfc:ore/native_gold/basalt, Basalt Native Gold
tfc:ore/native_gold/andesite, Andesite Native Gold
tfc:ore/native_gold/dacite, Dacite Native Gold
tfc:ore/native_gold/quartzite, Quartzite Native Gold
tfc:ore/native_gold/slate, Slate Native Gold
tfc:ore/native_gold/phyllite, Phyllite Native Gold
tfc:ore/native_gold/schist, Schist Native Gold
tfc:ore/native_gold/gneiss, Gneiss Native Gold
tfc:ore/native_gold/marble, Marble Native Gold
tfc:ore/native_platinum/granite, Granite Native Platinum
tfc:ore/native_platinum/diorite, Diorite Native Platinum
tfc:ore/native_platinum/gabbro, Gabbro Native Platinum
tfc:ore/native_platinum/shale, Shale Native Platinum
tfc:ore/native_platinum/claystone, Claystone Native Platinum
tfc:ore/native_platinum/rocksalt, Rocksalt Native Platinum
tfc:ore/native_platinum/limestone, Limestone Native Platinum
tfc:ore/native_platinum/conglomerate, Conglomerate Native Platinum
tfc:ore/native_platinum/dolomite, Dolomite Native Platinum
tfc:ore/native_platinum/chert, Chert Native Platinum
tfc:ore/native_platinum/chalk, Chalk Native Platinum
tfc:ore/native_platinum/rhyolite, Rhyolite Native Platinum
tfc:ore/native_platinum/basalt, Basalt Native Platinum
tfc:ore/native_platinum/andesite, Andesite Native Platinum
tfc:ore/native_platinum/dacite, Dacite Native Platinum
tfc:ore/native_platinum/quartzite, Quartzite Native Platinum
tfc:ore/native_platinum/slate, Slate Native Platinum
tfc:ore/native_platinum/phyllite, Phyllite Native Platinum
tfc:ore/native_platinum/schist, Schist Native Platinum
tfc:ore/native_platinum/gneiss, Gneiss Native Platinum
tfc:ore/native_platinum/marble, Marble Native Platinum
tfc:ore/hematite/granite, Granite Hematite
tfc:ore/hematite/diorite, Diorite Hematite
tfc:ore/hematite/gabbro, Gabbro Hematite
tfc:ore/hematite/shale, Shale Hematite
tfc:ore/hematite/claystone, Claystone Hematite
tfc:ore/hematite/rocksalt, Rocksalt Hematite
tfc:ore/hematite/limestone, Limestone Hematite
tfc:ore/hematite/conglomerate, Conglomerate Hematite
tfc:ore/hematite/dolomite, Dolomite Hematite
tfc:ore/hematite/chert, Chert Hematite
tfc:ore/hematite/chalk, Chalk Hematite
